,Year,Semester,Course,Total Students,Course Name,Average_Grade
2270,2018-19,2,MBA652A,82,STATISTICAL MODELLING FOR BUSINESS ANALYTICS,8.41463414634146
2271,2018-19,2,MTH513A,34,ANALYSIS OF VARIANCE,8.23529411764706
2272,2018-19,2,CHM101A,457,CHEMISTRY LABORATORY,8.65207877461707
2273,2018-19,2,PHY101A,429,PHYSICS LABORATORY,8.62937062937063
2274,2018-19,2,EE633A,19,ELECTRIC POWER SYSTEM OPERATION AND  MGMT. UNDER RESTRUCTURED ENVIRONMENT,8.94736842105263
2275,2018-19,2,EE644A,24,ELECTROMAGNETIC INTERFERENCE AND COMPATIBILITYTECHNIQUES,8
2276,2018-19,2,EE648A,21,MICROWAVE CIRCUITS,8.47619047619048
2277,2018-19,2,MS604A,24,CHARACTERIZATION OF MATERIALS,7.58333333333333
2278,2018-19,2,MS605A,23,MATERIALS ENGINEERING,7.1304347826087
2279,2018-19,2,CE623A,17,EXPERIMENTAL METHODS IN STRUCTURL ENGINEERING,8.11764705882353
2280,2018-19,2,CE629A,15,EARTHQUAKE ANALYSIS AND DESIGN OF STRUCTURES,7.6
2281,2018-19,2,MSE616A,34,THERMODYNAMICS OF MATERIALS,8.41176470588235
2282,2018-19,2,EE662A,18,CONTROL TECHNIQUES IN POWER ELECTRONICS,7.66666666666667
2283,2018-19,2,MSE617A,32,MATHEMATICS AND COMPUTATIONAL METHODS,8.0625
2284,2018-19,2,CE632A,17,FOUNDATION ANALYSIS AND DESIGN,8.47058823529412
2285,2018-19,2,ME664A,27,FUNDAMENTALS OF CASTING &  SOLIDIFICATION,7.62962962962963
2286,2018-19,3,PHY103A,158,PHYSICS-II,6.0253164556962
2287,2018-19,3,ME761A,47,COMPUTER AIDED MANUFACTURING,6.85106382978723
2288,2018-19,3,MSO201A,78,PROBABILITY AND STATISTICS,5.61538461538462
2289,2018-19,3,EE301A,15,DIGITAL SIGNAL PROCESSING,7.73333333333333
2290,2018-19,3,ART707A,141,INTRODUCTION TO CHINESE CINEMA,8.11347517730497
2291,2018-19,3,CHM201A,33,BASIC ORGANIC CHEMISTRY-I,7.21212121212121
2292,2018-19,3,SOC473A,68,INDIAN SOCIETY AND CULTURE,6.20588235294118
2293,2018-19,3,SOC486A,68,HUMAN RIGHTS THEORY AND PRACTICE,7.26470588235294
2294,2018-19,3,ECO101A,160,INTRODUCTION TO ECONOMICS,6.475
2295,2018-19,3,IME672A,84,DATA MINING AND KNOWLEDGE DISCOVERY,7.38095238095238
2296,2018-19,3,ECO201A,113,MICROECONOMICS I,5.45132743362832
2297,2018-19,3,PSY499A,58,PSYCHOLOGY OF LANGUAGE,7.13793103448276
2298,2018-19,3,MTH421A,59,ORDINARY DIFFERENTIAL EQUATIONS,7.96610169491525
2299,2018-19,3,ESO202A,82,MECHANICS OF SOLIDS,5.4390243902439
2300,2018-19,3,ECO261A,95,INTRODUCTION TO MATHEMATICAL ECONOMICS,6.52631578947368
2301,2018-19,3,ECO423A,138,FINANCIAL ECONOMICS,8.89855072463768
2302,2018-19,3,MBA664A,15,SUPPLY CHAIN MANAGEMENT,7.2
2303,2018-19,3,ESO206A,46,PRINCIPLES OF BIOTECHNOLOGY,5.95652173913044
2304,2018-19,3,ECO413A,131,INDIAN ECONOMIC PROBLEMS,8.99236641221374
2305,2018-19,3,SOC171A,65,INTRODUCTORY SOCIOLOGY,6.86153846153846
2306,2018-19,3,EE330A,33,POWER SYSTEMS,6.72727272727273
2307,2018-19,3,ECO341A,46,ECONOMETRICS I,6.17391304347826
2308,2018-19,3,MSO202A,111,COMPLEX VARIABLES,5.33333333333333
2309,2018-19,3,ART703A,17,STUDIO ART PRACTICES,9.52941176470588
2310,2018-19,3,ECO506A,42,BEHAVIOURAL AND EXPERIMENTAL ECONOMICS,8.66666666666667
2311,2018-19,3,MTH426A,43,AN INTRODUCTION TO MATHEMATICAL MODELLING,7.62790697674419
2312,2018-19,3,PSY151A,95,INTRODUCTION TO PSYCHOLOGY,8.23157894736842
2313,2018-19,3,PSY152A,54,APPLICATION OF PSYCHOLOGY TO LIFE,7.44444444444445
2314,2018-19,3,MBA697A,54,SUMMER PROJECT,8.66666666666667
2315,2019-20,1,CS330A,123,OPERATING SYSTEMS,6.91056910569106
2316,2019-20,1,TA101A,517,ENGINEERING GRAPHICS,6.94390715667311
2317,2019-20,1,CS340A,138,THEORY OF COMPUTATION,7.1304347826087
2318,2019-20,1,ESO208A,354,COMPUTATIONAL METHODS IN ENGINEERING,6.83615819209039
2319,2019-20,1,ESO202A,180,MECHANICS OF SOLIDS,5.53333333333333
2320,2019-20,1,PHY102A,531,PHYSICS-I,6.06403013182674
2321,2019-20,1,ME690A,18,ALTERNATIVE FUELS & ADVANCE IN IC ENGINES,7.44444444444445
2322,2019-20,1,ME401A,101,ENERGY SYSTEMS-II,6.57425742574257
2323,2019-20,1,ME321A,112,ADVANCE MECHANICS OF SOLIDS,7.30357142857143
2324,2019-20,1,EE677A,49,MIMO WIRELESS COMMUNICATION,7.91836734693878
2325,2019-20,1,CHM401A,44,ORGANIC CHEMISTRY I,8.04545454545455
2326,2019-20,1,PHY305A,149,PHYSICS OF UNIVERSE,5.63758389261745
2327,2019-20,1,CE451A,22,APPLICATION OF GEOTECHNICAL ENGINEERING,6.09090909090909
2328,2019-20,1,ECO412A,44,INTERNATIONAL ECONOMICS AND FINANCE,6.81818181818182
2329,2019-20,1,MTH101A,1012,MATHEMATICS I,6.30830039525692
2330,2019-20,1,ESO205A,175,NATURE AND PROPERTIES OF MATERIALS,6.92571428571429
2331,2019-20,1,ECO341A,68,ECONOMETRICS I,7
2332,2019-20,1,SOC171B,71,INTRODUCTORY SOCIOLOGY,7.54929577464789
2333,2019-20,1,EE650A,77,BASICS OF MODERN CONTROL SYSTEMS,7.81818181818182
2334,2019-20,1,EE602A,25,STATISTICAL SIGNAL PROCESSING-I,6.72
2335,2019-20,1,ESO201A,260,THERMODYNAMICS,6.17692307692308
2336,2019-20,1,CHE453A,76,CHEMICAL ENGINEERING DESIGN,5.68421052631579
2337,2019-20,1,CHE463A,52,ELECTRONIC POLYMERIC & CERAMIC MATERIALS & PROCESSING,6.26923076923077
2338,2019-20,1,CHE492A,78,UNIT OPERATIONS AND PROCESS CONTROL LABORATORY,7.82051282051282
2339,2019-20,1,AE471A,22,B TECH PROJECT,8
2340,2019-20,1,CS771A,226,INTRODUCTION TO MACHINE LEARNING,8.1858407079646
2341,2019-20,1,CS628A,66,COMPUTER SYSTEMS SECURITY,8.18181818181818
2342,2019-20,1,CS350A,29,PRINCIPLES OF PROGRAMMING LANGAUGES,7.72413793103448
2343,2019-20,1,MSE671A,61,HEAT TREATMENT AND SURFACE HARDENING,6.75409836065574
2344,2019-20,1,ESC101A,511,FUNDAMENTAL OF COMPUTING,7.65949119373777
2345,2019-20,1,MSE628A,17,ELECTRONIC DEVICES AND CHARACTERIZATION,6.94117647058824
2346,2019-20,1,MSE313A,54,MECHANICAL BEHAVIOUR LABORATORY,9.33333333333333
2347,2019-20,1,PHY407A,59,SPECIAL & GENERAL RELATIVITY,6.61016949152542
2348,2019-20,1,PHI446A,94,PHILOSOPHY OF SCIENCE,6.93617021276596
2349,2019-20,1,ESO203A,46,INTRODUCTION TO ELECTRICAL ENGINEERING,7.47826086956522
2350,2019-20,1,PHY309A,16,INTRODUCTORY BIOPHYSICS,6.125
2351,2019-20,1,CS631A,50,CYBER SECURITY OF CRITICAL INFRASTRUCTURES,8.4
2352,2019-20,1,ESO209A,211,DYNAMICS,5.09952606635071
2353,2019-20,1,EE320A,146,PRINCIPLES OF COMMUNICATION,7.46575342465753
2354,2019-20,1,EE604A,45,IMAGE PROCESSING,7.86666666666667
2355,2019-20,1,EE380A,127,ELECTRICAL ENGINEERING LAB I,8.88188976377953
2356,2019-20,1,PSY151A,79,INTRODUCTION TO PSYCHOLOGY,7.54430379746836
2357,2019-20,1,ESO207A,280,DATA STRUCTURE & ALGORITHM,7.24285714285714
2358,2019-20,1,MSE664A,22,SOLID STATE IONICS,6.63636363636364
2359,2019-20,1,CS345A,114,ALGORITHMS -II,7.05263157894737
2360,2019-20,1,CS252A,111,COMPUTING LABORATORY II,7.65765765765766
2361,2019-20,1,PSY451A,67,PSYCHOLOGY OF ADJUSTMENT,8
2362,2019-20,1,CGS601A,62,FOUNDATIONS OF COGNITIVE SCIENCE,7.51612903225807
2363,2019-20,1,PHY552A,79,CLASSICAL ELECTRODYNAMICS I,5.24050632911392
2364,2019-20,1,CS633A,57,PARALLEL COMPUTING,8.35087719298246
2365,2019-20,1,AE684A,30,AIRCRAFT MATERIALS AND PROCESSES,7.46666666666667
2366,2019-20,1,AE311A,65,COMPRESSIBLE AERODYNAMICS,6.36923076923077
2367,2019-20,1,AE331A,63,INTRODUCTION TO AEROSPACE STRUCTURES,6.09523809523809
2368,2019-20,1,SOC479A,90,"POPULATION, ECONOMY AND SOCIETY",7.62222222222222
2369,2019-20,1,CHE312A,90,HEAT TRANSFER & ITS APPLICATIONS,6.11111111111111
2370,2019-20,1,CHE352A,84,CHEMICAL PROCESS SIMULATION LAB,5.66666666666667
2371,2019-20,1,CHE251A,95,INTRODUCTION TO CHE AND PROCESS CALCULATION,6.50526315789474
2372,2019-20,1,ENG434A,73,MODERN BRITISH AND AMERICAN NOVEL,7.17808219178082
2373,2019-20,1,MSO203B,509,PARTIAL DIFFERENTIAL EQUATIONS,6.0196463654224
2374,2019-20,1,MSO202A,308,COMPLEX VARIABLES,6.18181818181818
2375,2019-20,1,ME301A,133,ENERGY SYSTEMS I,6.21052631578947
2376,2019-20,1,ESC201A,449,INTRODUCTION TO ELECTRONICS,6.89086859688196
2377,2019-20,1,PHY461A,58,EXPERIMENTAL PHYSICS I,7.86206896551724
2378,2019-20,1,ME685A,24,APPLIED NUMERICAL METHODS,8.08333333333333
2379,2019-20,1,MTH424A,62,PARTIAL DIFFERENTIAL EQUATIONS,6.29032258064516
2380,2019-20,1,MSE303A,59,ELECTRONIC & MAGNETIC PROPERTIES OF MATERIALS,5.59322033898305
2381,2019-20,1,TA201A,476,MANUFACTURING PROCESSES I,7.80252100840336
2382,2019-20,1,ME251A,119,ENGINEERING DESIGN AND GRAPHICS,7.07563025210084
2383,2019-20,1,ME352A,117,THEORY OF MECHANISMS & MACHINES,7.33333333333333
2384,2019-20,1,SOC473A,78,INDIAN SOCIETY AND CULTURE,6.8974358974359
2385,2019-20,1,ME645A,38,SOLAR ENERGY TECHNOLOGY,5.94736842105263
2386,2019-20,1,CHE641A,61,MATHEMATICAL METHODS IN CHEMICAL ENGINEERING,8.0327868852459
2387,2019-20,1,MTH305A,107,SEVERAL VARIABLE CALCULUS & DEFFERENTIAL GEOMETRY,5.79439252336449
2388,2019-20,1,MTH428A,71,MATHEMATICAL METHODS,7.6056338028169
2389,2019-20,1,EE610A,85,ANALOG/DIGITAL VLSI CIRCUITS,6.56470588235294
2390,2019-20,1,EE664A,41,FUNDAMENTALS OF ELECTRIC DRIVES,7.46341463414634
2391,2019-20,1,EE629A,32,DIGITAL SWITCHING,6.25
2392,2019-20,1,EE653A,17,DIGITAL CONTROL,8
2393,2019-20,1,BSE492A,20,"METHODS IN BIOTECHNOLOGY-I, EXPERIMENTAL BIOSEPERATION",7
2394,2019-20,1,ESO213A,260,FUNDAMENTALS OF EARTH SCIENCES,7.30769230769231
2395,2019-20,1,BSE498A,15,UG PROJECT (UGP-III),8.66666666666667
2396,2019-20,1,CHM421A,40,PHYSICAL CHEMISTRY I,7.45
2397,2019-20,1,ESO206A,110,PRINCIPLES OF BIOTECHNOLOGY,5.81818181818182
2398,2019-20,1,CHM631A,36,APPLICATIONS OF MODERN INSTRUMENTAL METHODS,8.11111111111111
2399,2019-20,1,CHM664A,48,MODERN PHYSICAL METHODS IN CHEMISTRY,9.08333333333333
2400,2019-20,1,CHM423A,60,PHYSICAL CHEMISTRY LABORATORY,9.6
2401,2019-20,1,MTH403A,111,COMPLEX ANALYSIS,6.05405405405405
2402,2019-20,1,MTH302A,71,SET THEORY & LOGIC,6.42253521126761
2403,2019-20,1,MTH201A,99,A FIRST COURSE IN LINEAR ALGEBRA,5.73737373737374
2404,2019-20,1,MSE302A,58,MECHANICAL BEHAVIOUR OF MATERIALS,6.37931034482759
2405,2019-20,1,MSE311A,55,PHYSICAL METALLURGY LABORATORY,7.96363636363636
2406,2019-20,1,MSE201A,73,THERMODYNAMICS & PHASE EQUILIBRIA,6.73972602739726
2407,2019-20,1,MSE678A,25,STEEL PLANTS TECHNOLOGIES OPERATIONS & EQUIPMENT,8.08
2408,2019-20,1,EE370A,143,DIGITAL ELECTRONICS,7.10489510489511
2409,2019-20,1,ESO204A,337,FLUID MECHANICS AND RATE PROCESSES,7.19881305637982
2410,2019-20,1,SOC171C,68,INTRODUCTORY SOCIOLOGY,6.73529411764706
2411,2019-20,1,EE698X,27,POWER CONVERTERS FOR CONSUMER ELECTRONIC,6.51851851851852
2412,2019-20,1,CE351A,113,SOIL MECHANICS,7.98230088495575
2413,2019-20,1,CE371A,117,DESIGN OF STEEL STRUCTURES,5.67521367521368
2414,2019-20,1,PSY468A,78,SOCIAL COGNITION,8.02564102564103
2415,2019-20,1,MTH215A,29,NUMBER THEORY,7.37931034482759
2416,2019-20,1,CE666A,90,AIR POLLUTION AND ITS CONTROL,7.28888888888889
2417,2019-20,1,CE471A,37,SPECIAL TOPICS IN STRUCTURAL DESIGN,6.75675675675676
2418,2019-20,1,CE441B,78,CONSTRUCTION MANAGEMENT,6.35897435897436
2419,2019-20,1,MBA666A,25,PROJECT MANAGEMENT,8.64
2420,2019-20,1,AE777A,21,OPTIMAL SPACE FLIGHT CONTROL,7.04761904761905
2421,2019-20,1,ECO201A,72,MICROECONOMICS I,6.52777777777778
2422,2019-20,1,MTH511A,63,STATISTICAL SIMULATION AND DATA ANALYSIS,7.36507936507936
2423,2019-20,1,CS665A,16,SECURE MEMORY SYSTEM,8.5
2424,2019-20,1,MTH412A,91,APPLIED STOCHASTIC PROCESS,7.75824175824176
2425,2019-20,1,EE491A,18,UNDER GRADUATE PROJECT -III,9.44444444444444
2426,2019-20,1,EE621A,75,REPRESENTATION AND ANALYSIS OF RANDOM SIGNALS,8.21333333333333
2427,2019-20,1,ART402A,79,MODERN ART,7.34177215189873
2428,2019-20,1,BSE311A,41,MOLECULAR CELL BIOLOGY,6.92682926829268
2429,2019-20,1,ECO411A,42,INDUSTRIAL ECONOMICS,6.04761904761905
2430,2019-20,1,BSE656A,82,NEUROBIOLOGY,8.36585365853659
2431,2019-20,1,PHY670A,30,EVOLUTIONARY GAME DYNAMICS,6.53333333333333
2432,2019-20,1,MTH690A,22,PROBABILISTIC THEORY OF PATTERN RECOGNITION,7.90909090909091
2433,2019-20,1,MTH721A,60,COMPUTATIONAL FINANCIAL MATHEMATICS-A PDE APPROACH,5.73333333333333
2434,2019-20,1,CS360A,22,INTRODUCTION TO COMPUTER GRAPHICS,7.63636363636364
2435,2019-20,1,TA202A,433,MANUFACTURING PROCESSES II,7.97228637413395
2436,2019-20,1,CE241A,124,SUSTAINABLE BUILT ENVIRONMENT,7.58064516129032
2437,2019-20,1,ENG408A,50,SECOND LANGUAGE ACQUISITION,7.92
2438,2019-20,1,ME361A,109,MANUFACTURING SCIENCE & TECHNOLOGY,6.36697247706422
2439,2019-20,1,CHM503A,48,ORGANIC PREPARATION LAB,10
2440,2019-20,1,EE614A,61,SOLID STATE DEVICES I,7.67213114754098
2441,2019-20,1,ECO321A,65,MACROECONOMICS-II,8.15384615384615
2442,2019-20,1,PHY681A,41,QUANTUM FIELD THEORY,7.46341463414634
2443,2019-20,1,ECO301A,53,MICROECONOMICS II,7.09433962264151
2444,2019-20,1,PHY421A,97,MATHEMATICAL METHODS I,6.3298969072165
2445,2019-20,1,PHY431A,105,QUANTUM MECHANICS I,5.94285714285714
2446,2019-20,1,PHY401A,89,CLASSICAL MECHANICS I,6.31460674157303
2447,2019-20,1,EE618A,22,INTEGRATED CIRCUIT FABRICATION TECHNOLOGY,6.90909090909091
2448,2019-20,1,PHY613A,18,ADVANCED STATISTICAL MECHANICS,9
2449,2019-20,1,PHY543A,36,CONDENSED MATTER PHYSICS I,7
2450,2019-20,1,BSE642A,21,MICROBIOLOGY AND IMMUNOLOGY,7.80952380952381
2451,2019-20,1,MTH517A,70,TIME SERIES ANALYSIS,7.4
2452,2019-20,1,DES681A,26,DESIGN PROJECT I,8.23076923076923
2453,2019-20,1,ART406A,78,ART CRITICISM: THEORY AND PRACTICE,7.43589743589744
2454,2019-20,1,MTH415A,47,MATRIX THEORY AND LINEAR ESTIMATION,7.02127659574468
2455,2019-20,1,CE311A,118,ENVIRONMENTAL QUALITY AND POLLUTION,7
2456,2019-20,1,ENG460A,66,AUTOBIOGRAPHICAL LITERATURE,7.18181818181818
2457,2019-20,1,CHM611A,54,PHYSICAL ORGANIC CHEMISTRY,8.77777777777778
2458,2019-20,1,EE330A,135,POWER SYSTEMS,6.93333333333333
2459,2019-20,1,MSE670A,56,SOLIDIFICATION PROCESSING,6.82142857142857
2460,2019-20,1,EE634A,22,ELECTRICAL INSULATION IN POWER APPARATUS AND SYSTEMS,7.36363636363636
2461,2019-20,1,CE640A,19,INFRASTRUCTURE ASSET MANAGEMENT,6.94736842105263
2462,2019-20,1,AE610A,21,AERODYNAMICS-I,7.14285714285714
2463,2019-20,1,AE461A,48,AIRCRAFT DESIGN-I,8.375
2464,2019-20,1,AE321A,61,FLIGHT MECHANICS,7.67213114754098
2465,2019-20,1,MSE301A,54,PHASE TRANSFORMATIONS,6.92592592592593
2466,2019-20,1,MSE694A,55,NANOSTRUCTURES AND NANOMATERIALS: CHARACTERIZATION AND PROPERTIES,7.52727272727273
2467,2019-20,1,PHI455A,85,PHILOSOPHICAL LOGIC,7.01176470588235
2468,2019-20,1,ECO755A,17,CONTRACT THEORY,8.58823529411765
2469,2019-20,1,CE616A,48,SEDIMENT TRANSPORTATION,7.33333333333333
2470,2019-20,1,LIF101A,575,INTRODUCTION TO BIOLOGY,7.11304347826087
2471,2019-20,1,CE213A,128,INTRODUCTION TO ENVIRONMENTAL SCIENCE,6.984375
2472,2019-20,1,BSE312A,35,MOLECULAR BIOLOGY LAB,6.05714285714286
2473,2019-20,1,CHE313A,93,MASS TRANSFER & ITS APPLICATIONS,6.68817204301075
2474,2019-20,1,EE200A,178,"SIGNALS, SYSTEMS & NETWORKS",6.52808988764045
2475,2019-20,1,BSE611A,61,MODERN INSTRUMENTAL METHODS IN BIOLOGICAL SCIENCES,7.57377049180328
2476,2019-20,1,EE698V,91,MACHINE LEARNING FOR SIGNAL PROCESSING,9.23076923076923
2477,2019-20,1,IME636A,26,INTRODUCTION TO GAME THEORY,5.15384615384615
2478,2019-20,1,IME672A,62,DATA MINING AND KNOWLEDGE DISCOVERY,7.54838709677419
2479,2019-20,1,MBA664A,48,SUPPLY CHAIN MANAGEMENT,7.70833333333333
2480,2019-20,1,MBA749A,25,SOCIAL MEDIA ANALYTICS I,7.28
2481,2019-20,1,BSE411A,15,BIOMATERIALS,6.66666666666667
2482,2019-20,1,CS622A,28,ADVANCED COMPUTER ARCHITECTURE,7.42857142857143
2483,2019-20,1,CS647A,84,ADVANCED TOPICS IN ALGORITHMS & DATA STRCUTURES,6.90476190476191
2484,2019-20,1,EE616A,28,SEMICONDUCTOR DEVICE MODELLING,7.28571428571429
2485,2019-20,1,CHM321A,34,PHYSICAL CHEMISTRY I,5.70588235294118
2486,2019-20,1,CE361A,119,ENGINEERING HYDROLOGY,5.42857142857143
2487,2019-20,1,MTH432A,42,INTRODUCTION TO SAMPLING THEORY,7.19047619047619
2488,2019-20,1,CE630A,25,ROCK MECHANICS,7.36
2489,2019-20,1,ME451A,97,ME PROJECT-1,7.81443298969072
2490,2019-20,1,MBA623A,51,STRATEGIC MANAGEMENT,7.33333333333333
2491,2019-20,1,AE451A,46,EXPERIMENTS IN AEROSPACE ENGINEERING III,7.95652173913044
2492,2019-20,1,AE618A,33,FINITE ELEMENT METHODS FOR FLUID DYNAMICS,7.6969696969697
2493,2019-20,1,CE606A,23,OPTIMIZATION METHODS FOR CIVIL ENGINEERS,9.1304347826087
2494,2019-20,1,CHM602A,18,ADVANCED ORGANIC CHEMISTRY II,8.55555555555556
2495,2019-20,1,PSY151B,126,INTRODUCTION TO PSYCHOLOGY,7.46031746031746
2496,2019-20,1,CHM646A,51,BIO-INORGANIC CHEMISTRY,8.70588235294118
2497,2019-20,1,CHM683A,19,"SURFACES, INTERFACES, THIN FILMS & RELATED ANALYTICAL TECHNIQUES",9.47368421052632
2498,2019-20,1,MTH430A,45,NUMERICAL ANALYSIS & SCIENTIFIC COMPUTING II,7.46666666666667
2499,2019-20,1,MSE659A,27,POWDER METALLURGY,7.40740740740741
2500,2019-20,1,IME692A,45,ADVANCED STATISTICAL METHODS FOR BUSINESS ANALYTICS,7.2
2501,2019-20,1,ENG742A,15,RESPONSBILE DISSENT,7.86666666666667
2502,2019-20,1,EE698W,21,ANALOG CIRCUITS FOR SIGNAL PROCESSING,6.95238095238095
2503,2019-20,1,CS655A,29,TOPICS IN LINEAR PROGRAMMING,7.51724137931034
2504,2019-20,1,MTH405A,21,FUNCTIONAL ANALYSIS,7.23809523809524
2505,2019-20,1,SOC477A,51,URBAN HABITAT AND SOCIAL INTERACTION,7.37254901960784
2506,2019-20,1,BSE412A,29,"BIOMATERIAL, PHYSIOLOGY & BIO-MEMS LABORATORY",8.20689655172414
2507,2019-20,1,ME766A,78,ROBOT MOTION PLANNING,6.53846153846154
2508,2019-20,1,PSE602A,27,PRINCIPLES OF LASERS AND DETECTORS,8.22222222222222
2509,2019-20,1,IME605A,37,OPERATIONS RESEARCH FOR MANAGEMENT,7.56756756756757
2510,2019-20,1,MBA634A,47,CONSUMER BEHAVIOUR,8.21276595744681
2511,2019-20,1,ES417A,18,GEOLOGICAL EVOLUTION OF INDIAN PLATE,5.88888888888889
2512,2019-20,1,ES454A,22,GEOLOGY OF FUELS,6.54545454545455
2513,2019-20,1,MSE658A,36,DISLOCATIONS AND PLASTICITY,5.83333333333333
2514,2019-20,1,CS656A,17,ALGORITHMIC GAME THEORY,8.23529411764706
2515,2019-20,1,IME602A,46,PROBABILITY AND STATISTICS,6.95652173913044
2516,2019-20,1,ME631A,58,VISCOUS FLOW THEORY,6.79310344827586
2517,2019-20,1,ME641A,66,CONDUCTION AND RADIATION,6.78787878787879
2518,2019-20,1,EE698U,23,OPTIMIZATION FOR BIG DATA,9.47826086956522
2519,2019-20,1,MBA717A,20,GOVERNANCE OF GLOBAL VALUE CHAINS,7.8
2520,2019-20,1,ES654A,29,ADVANCED STRUCTURAL GEOLOGY,7.51724137931034
2521,2019-20,1,ES644A,20,REMOTE SENSING AND GIS FOR GEO-RESOURCE EVALUATION COURSE,7.5
2522,2019-20,1,ECO522A,75,MONETARY ECONOMICS,8.34666666666667
2523,2019-20,1,AE686A,20,HELICOPTER THEORY : DYNAMICS AND AEROELASTICITY,8.4
2524,2019-20,1,CS498A,29,UNDER GRADUATE PROJECT-III,9.10344827586207
2525,2019-20,1,CS654A,34,SOFTWARE ARCHITECTURE,8.58823529411765
2526,2019-20,1,MTH431A,47,BASIC PROBABILITY & DISTRIBUTION THEORY,7.53191489361702
2527,2019-20,1,CHE497A,21,UNDER GRADUATE PROJECT-III,8.85714285714286
2528,2019-20,1,CE331A,114,GEOINFORMATICS,7.15789473684211
2529,2019-20,1,CE641A,20,PROJECT MANAGEMENT,6.8
2530,2019-20,1,CHM654A,26,SUPRAMOLECULAR CHEMISTRY,8.30769230769231
2531,2019-20,1,MBA776A,24,MERGERS AND ACQUISITIONS,8.16666666666667
2532,2019-20,1,MBA772A,37,DERIVATIVE CONTRACTS,7.72972972972973
2533,2019-20,1,ME630A,22,COMPUTATIONAL FLUID DYNAMICS AND HEAT TRANSFER,7.72727272727273
2534,2019-20,1,ES412A,19,SEDIMENTARY PROCESSES & STRATIGRAPHIC PRINCIPLES,7.78947368421053
2535,2019-20,1,ES655A,15,SOLID EARTH GEOPHYSICS,6.8
2536,2019-20,1,PHY315A,34,MODERN PHYSICS LABORATORY,8.70588235294118
2537,2019-20,1,CE671A,47,INTRODUCTION TO REMOTE SENSING,7.1063829787234
2538,2019-20,1,AE676A,17,AEROELASTICITY,8.47058823529412
2539,2019-20,1,PHY103A,487,PHYSICS-II,6.05338809034908
2540,2019-20,1,AE201A,63,INTRODUCTION TO AEROSPACE ENGINEERING,8.47619047619048
2541,2019-20,1,CE620A,29,STRUCTURAL DYNAMICS,8.06896551724138
2542,2019-20,1,CE665A,33,ECOLOGICAL AND BIOLOGICAL PRINCIPLES AND PROCESS,7.63636363636364
2543,2019-20,1,ENG125A,127,INTRODUCTION TO FILM STUDIES,7.40157480314961
2544,2019-20,1,CE631A,25,ADVANCED GEOTECHNICAL ENGINEERING,7.04
2545,2019-20,1,ART106A,132,ELEMENTS OF VISUAL REPRESENTATION,8.24242424242424
2546,2019-20,1,EE670A,56,WIRELESS COMMUNICATIONS,8.35714285714286
2547,2019-20,1,ECO523A,39,ECONOMIC GROWTH THEORY AND PRACTICE,8
2548,2019-20,1,AE614A,27,VISCOUS FLOWS,7.7037037037037
2549,2019-20,1,MBA651A,55,QUANTITATIVE METHODS FOR DECISION MAKING,7.30909090909091
2550,2019-20,1,CE651A,23,SPECIAL CONCRETES,7.04347826086957
2551,2019-20,1,EE698F,25,RF MICROELECTRONICS,7.52
2552,2019-20,1,CE621A,19,ENGINEERING MECHANICS,6.8421052631579
2553,2019-20,1,ENG122A,60,INTRODUCTION TO LINGUISTICS,8.23333333333333
2554,2019-20,1,MTH433A,41,REAL ANALYSIS,6.87804878048781
2555,2019-20,1,MTH434A,41,COMPLEX ANALYSIS,6.68292682926829
2556,2019-20,1,CHM648A,23,THE CHEMISTRY OF METAL-CARBON BOND: STRUCTURE REACTIVITY & APPLICATIONS,8.78260869565217
2557,2019-20,1,BSE211A,30,"ORGAN SYSTEM, PHYSIOLOGY AND ANATOMY",8.53333333333333
2558,2019-20,1,ME681A,142,MATHEMATICS FOR ENGINEERS,7.04225352112676
2559,2019-20,1,CHM621A,56,CHEMICAL BINDING,8.57142857142857
2560,2019-20,1,CS201A,119,MATHEMATICS FOR COMPUTER SCIENCE -I,6.72268907563025
2561,2019-20,1,MS602A,21,ELECTRICAL AND DIELECTRIC MATERIALS,8.38095238095238
2562,2019-20,1,DES602A,20,DESIGN PRACTICE I,9.1
2563,2019-20,1,DES601A,19,DESIGN THEORY,9.89473684210526
2564,2019-20,1,CHM203A,23,BASIC ORGANIC CHEMISTRY-I,6.34782608695652
2565,2019-20,1,AE663A,17,FUNDAMENTALS OF COMBUSTION,7.05882352941176
2566,2019-20,1,PHY101A,511,PHYSICS LABORATORY,8.27005870841487
2567,2019-20,1,MTH301A,42,ANALYSIS- I,5.71428571428571
2568,2019-20,1,MTH515A,32,INFERENCE - II,7.125
2569,2019-20,1,MBA611A,57,ORGANIZATION STRUCTURE AND DESIGN,7.96491228070175
2570,2019-20,1,AE649A,20,AUTOMATIC CONTROL OF AIRCRAFT ROCKETS AND SPACECRAFT,8.1
2571,2019-20,1,MTH409A,76,COMPUTER PROGRAMMING AND DATA STRUCTURES,7.65789473684211
2572,2019-20,1,MTH658A,19,NONLINEAR DYNAMICAL SYSTEMS,6.63157894736842
2573,2019-20,1,PHY501A,16,M SC REVIEW PROJECT II,8.5
2574,2019-20,1,PSE601A,17,INTRODUCTION TO PHOTONICS,7.52941176470588
2575,2019-20,1,PHY605A,25,REVIEW OF MATHEMATICAL METHODS IN PHYSICS,8.8
2576,2019-20,1,IME603A,21,INTRODUCTION TO COMPUTING,7.90476190476191
